n_agents,seed,height,k_line,q_line,k_lines,q_lines,k_domain,q_domain,u_mean,u_from_flux,stopped_frac,segregation_raw,segregation_null,segregation_excess,contacts_per_ant_per_s,contacts_per_transit,n_transits,mean_duration,median_duration,T0,delta_T,d_contact
125,2,10.0,32.34719334719335,10.375,26.824175824175825,10.404761904761907,25.0,10.414228439331055,4.385282516479492,4.165691375732422,0.06017463617463618,0.15918367346938775,0.18243265306122453,-0.023248979591836777,1.7476923076923077,20.12682926829268,205,0.23162352493338415,0.2,1.5550424666025517,0.20546929092255872,2.5
130,0,10.0,34.06029106029106,10.75,27.708642708642707,10.726190476190478,26.0,10.685747146606445,4.3305792808532715,4.109902748694787,0.04474652166959859,0.13626373626373625,0.18762951334379904,-0.05136577708006279,1.7857028626259395,20.441624365482234,197,0.2220132545226581,0.2,2.071532049611298,0.17606361714094226,2.5
130,1,10.0,27.145530145530145,10.666666666666666,27.634986634986635,10.660714285714286,26.0,10.617523193359375,4.292260646820068,4.0836627666766825,0.053094514632976174,0.1456828885400314,0.1858712715855573,-0.04018838304552591,1.7671517671517671,18.597989949748744,199,0.23210859728506789,0.2,1.9807948492707548,0.1761474804093813,2.5
130,2,10.0,34.75259875259875,10.666666666666666,28.357291357291356,10.523809523809522,26.0,10.510141372680664,4.2540998458862305,4.04236206641564,0.04554613785383016,0.15133437990580847,0.186436420722135,-0.035102040816326535,1.7607548376779145,21.79695431472081,197,0.22642143505903725,0.2,2.6587058173702642,0.15820562505311075,2.5
135,0,10.0,28.143451143451145,10.625,28.94950994950995,10.68452380952381,27.0,10.71020793914795,4.178335666656494,3.966743681165907,0.04931084931084931,0.14588057445200303,0.185427059712774,-0.03954648526077098,1.7833217833217834,18.925,200,0.2275129533678757,0.2,2.557264367162396,0.14636647993857882,2.5
135,1,10.0,27.261954261954262,10.791666666666666,28.705375705375705,10.732142857142856,27.0,10.715023040771484,4.1844964027404785,3.9685270521375866,0.046646646646646646,0.13983371126228267,0.1837339380196523,-0.043900226757369626,1.799029799029799,19.535353535353536,198,0.223095360383496,0.2,2.353066860465117,0.15518168604651178,2.5
135,2,10.0,32.79417879417879,10.75,29.862785862785863,10.470238095238093,27.0,10.475364685058594,4.086209297180176,3.8797646981698497,0.06344806344806345,0.14618291761148902,0.18331065759637188,-0.03712773998488286,1.7981057981057982,22.63888888888889,180,0.23741863651935596,0.2,2.1979105662408447,0.17411683388384006,2.5
140,0,10.0,27.091476091476093,10.5,29.27175527175527,10.57738095238095,28.0,10.584232330322266,3.9875009059906006,3.780082975115095,0.0741906741906742,0.1358600583090379,0.17516034985422743,-0.03930029154518952,1.841995841995842,19.262376237623762,202,0.23955981941309254,0.2,1.7204212314435077,0.18492030615482166,2.5
140,1,10.0,43.71725571725572,10.541666666666666,31.511731511731508,10.541666666666666,28.0,10.515894889831543,3.9635636806488037,3.755676746368408,0.06461241461241461,0.1425655976676385,0.17399416909620993,-0.031428571428571445,1.792990792990793,26.813186813186814,182,0.2425294020208713,0.2,4.082393681916159,0.11888408809247109,2.5
140,2,10.0,36.64033264033264,10.291666666666666,31.370656370656373,10.494047619047619,28.0,10.512638092041016,3.9562783241271973,3.754513604300363,0.06023166023166023,0.11807580174927111,0.1738192419825073,-0.0557434402332362,1.782892782892783,23.775280898876403,178,0.23993836415125772,0.2,2.311205989677504,0.17652536243795006,2.5
145,0,10.0,44.567567567567565,10.458333333333334,33.23760023760024,10.607142857142858,29.0,10.587940216064453,3.849707841873169,3.651013867608432,0.0780844504982436,0.1437016185784659,0.18057705840957078,-0.03687543983110489,1.829808588429278,28.55026455026455,189,0.24820561040589253,0.2,3.132215769147463,0.15476486649946808,2.5
145,1,10.0,23.255717255717254,10.75,29.543807543807542,10.779761904761903,29.0,10.775883674621582,3.9183695316314697,3.715821956766063,0.06558176213348627,0.14904996481351163,0.1789444053483463,-0.02989444053483467,1.834396730948455,17.08955223880597,201,0.2379318430514304,0.2,2.6336690170627337,0.12663246799720235,2.5
145,2,10.0,35.979209979209976,10.5,31.395901395901394,10.535714285714286,29.0,10.554930686950684,3.8394339084625244,3.6396312713623047,0.06592587282242454,0.1270935960591133,0.17624208304011266,-0.049148486980999356,1.791096135923722,22.810055865921786,179,0.2440762087736151,0.2,2.5129722170342053,0.16836345166565683,2.5
150,0,10.0,36.48024948024948,10.583333333333334,33.27977427977428,10.607142857142858,30.0,10.617114067077637,3.735226631164551,3.5390380223592124,0.07331947331947332,0.1251700680272109,0.17692517006802722,-0.05175510204081632,1.8322938322938322,25.333333333333332,186,0.24805597579425115,0.2,2.8999557699497744,0.1507975863305056,2.5
150,1,10.0,36.11018711018711,10.333333333333334,33.30501930501931,10.54761904761905,30.0,10.564230918884277,3.720029830932617,3.5214103062947593,0.06803880803880803,0.12163265306122449,0.172843537414966,-0.051210884353741506,1.814830214830215,25.71186440677966,177,0.24790743852146024,0.2,3.0023021289843608,0.14831740785976005,2.5
150,2,10.0,34.03326403326403,10.583333333333334,33.0980100980101,10.565476190476192,30.0,10.5508394241333,3.715078353881836,3.5169464747111,0.07571725571725571,0.13197278911564625,0.17474829931972788,-0.04277551020408163,1.8131670131670132,23.391304347826086,184,0.24698822809967896,0.2,3.02814144617615,0.1416524102935845,2.5
