k,k_domain,q_line,q_speed,dataset
0.124,0.3316,0.2,0.19601520623915314,"colony 800, 10 mm bridge"
0.22,0.3144,0.2,0.19499276831596649,"colony 800, 10 mm bridge"
0.196,0.5448000000000001,0.4,0.4649108710140443,"colony 800, 10 mm bridge"
0.112,0.4668,0.2,0.23746506371936169,"colony 800, 10 mm bridge"
0.24,0.4124,0.4,0.3443893038134098,"colony 800, 10 mm bridge"
0.384,0.28759999999999997,0.2,0.24569643089010604,"colony 800, 10 mm bridge"
0.2,0.28559999999999997,0.4,0.3892538887655281,"colony 800, 10 mm bridge"
0.0743801652892562,0.14297520661157023,0.10330578512396695,0.202752136364867,"colony 800, 10 mm bridge"
0.168,0.2116,0.3,0.2774519259561221,"colony 800, 10 mm bridge"
0.228,0.2884,0.4,0.38826379319628385,"colony 800, 10 mm bridge"
0.3,0.3144,0.5,0.43439685513959325,"colony 800, 10 mm bridge"
0.32,0.4208,0.4,0.501590226971217,"colony 800, 10 mm bridge"
0.468,0.40599999999999997,0.7,0.49183943951473447,"colony 800, 10 mm bridge"
0.268,0.33199999999999996,0.5,0.38499057939191994,"colony 800, 10 mm bridge"
0.188,0.2644,0.3,0.3721117058563572,"colony 800, 10 mm bridge"
0.271889400921659,0.23041474654377878,0.4608294930875576,0.3453460211603215,"colony 800, 10 mm bridge"
0.232,0.4384,0.4,0.4613396535217569,"colony 800, 10 mm bridge"
0.32589285714285715,0.33616071428571426,0.6696428571428571,0.48910410422260187,"colony 800, 10 mm bridge"
0.332,0.2408,0.4,0.2632996113019236,"colony 800, 10 mm bridge"
0.388,0.5256000000000001,0.4,0.44664683385049697,"colony 800, 10 mm bridge"
0.144,0.294,0.2,0.336559476967849,"colony 800, 10 mm bridge"
0.308,0.44000000000000006,0.5,0.5120423075214957,"colony 800, 10 mm bridge"
0.31275720164609055,0.25349794238683127,0.4115226337448559,0.4372333513095397,"colony 800, 10 mm bridge"
0.108,0.1232,0.2,0.20225851429966224,"colony 800, 10 mm bridge"
0.144,0.2116,0.3,0.3104649568140575,"colony 800, 10 mm bridge"
0.124,0.1968,0.2,0.19266645653297612,"colony 800, 10 mm bridge"
0.192,0.3852,0.3,0.3589524735880105,"colony 800, 10 mm bridge"
0.96,0.49720000000000003,0.6,0.5152892244026352,"colony 800, 10 mm bridge"
0.16831683168316833,0.3198019801980198,0.3712871287128713,0.41353271263914415,"colony 800, 10 mm bridge"
0.168,0.3368,0.2,0.37288443492827134,"colony 800, 10 mm bridge"
0.224,0.39239999999999997,0.4,0.4114546888327107,"colony 800, 10 mm bridge"
0.0319634703196347,0.05,0.05707762557077626,0.06651003272081955,"colony 3200, 20 mm bridge"
0.07300884955752213,0.05,0.05530973451327434,0.04744504166764263,"colony 3200, 20 mm bridge"
0.328,0.21459999999999999,0.2,0.18815005934439416,"colony 3200, 20 mm bridge"
0.084,0.1156,0.05,0.1171894624017035,"colony 3200, 20 mm bridge"
0.106,0.1176,0.05,0.1476905998791497,"colony 3200, 20 mm bridge"
0.116,0.13340000000000002,0.15,0.1227052133340792,"colony 3200, 20 mm bridge"
0.236,0.16040000000000001,0.3,0.17256677458608866,"colony 3200, 20 mm bridge"
0.156,0.1574,0.1,0.1640215469768791,"colony 3200, 20 mm bridge"
0.214,0.1722,0.2,0.22029880221076253,"colony 3200, 20 mm bridge"
0.11,0.1714,0.15,0.18068269455164138,"colony 3200, 20 mm bridge"
0.194,0.1888,0.1,0.21463498106248394,"colony 3200, 20 mm bridge"
0.182,0.23399999999999999,0.3,0.27148375485775206,"colony 3200, 20 mm bridge"
0.102,0.223,0.15,0.25616456239976854,"colony 3200, 20 mm bridge"
0.09,0.2144,0.2,0.24830500938100075,"colony 3200, 20 mm bridge"
0.142,0.1968,0.2,0.22602968843517668,"colony 3200, 20 mm bridge"
0.09,0.21400000000000002,0.1,0.26412998434221246,"colony 3200, 20 mm bridge"
0.26954732510288065,0.3201646090534979,0.5658436213991769,0.5650940165535837,"colony 3200, 20 mm bridge"
0.658,0.6526,1.0,0.8754444577861175,"colony 3200, 20 mm bridge"
0.454,0.682,0.9,0.9966052438172944,"colony 3200, 20 mm bridge"
0.788,0.6839999999999999,0.9,0.9509936282194387,"colony 3200, 20 mm bridge"
0.57,0.7386,0.95,1.0807637206886351,"colony 3200, 20 mm bridge"
0.912,1.035,1.6,1.5268097049670692,"colony 3200, 20 mm bridge"
0.632,0.7857999999999999,1.15,1.280173700754875,"colony 3200, 20 mm bridge"
0.74,0.7323999999999999,1.15,1.1996117836859619,"colony 3200, 20 mm bridge"
0.542,0.6532,1.0,1.0755698454125355,"colony 3200, 20 mm bridge"
0.874,0.8892,1.1,1.2507171253405247,"colony 3200, 20 mm bridge"
0.782,0.7974,0.95,1.1007357294270124,"colony 3200, 20 mm bridge"
0.572,0.659,0.95,0.9607505048833929,"colony 3200, 20 mm bridge"
0.588,0.7148,1.05,1.1055222510026814,"colony 3200, 20 mm bridge"
0.7,0.913,1.2,1.4222046183686752,"colony 3200, 20 mm bridge"
0.872,0.673,0.95,1.029918930646104,"colony 3200, 20 mm bridge"
0.7,0.783,0.9,1.0819151818140385,"colony 3200, 20 mm bridge"
0.764,0.8404,1.25,1.290463199547056,"colony 3200, 20 mm bridge"
0.596,0.7392000000000001,0.9,1.0839728705749456,"colony 3200, 20 mm bridge"
1.342,1.486,1.55,1.7897809754581653,"colony 3200, 20 mm bridge"
0.81,1.0244,1.25,1.3057872416097884,"colony 3200, 20 mm bridge"
0.728,0.8805999999999999,1.1,1.186558411448646,"colony 3200, 20 mm bridge"
0.946,1.0748,1.3,1.4184254941656937,"colony 3200, 20 mm bridge"
0.664,0.794,1.0,1.1038081769507084,"colony 3200, 20 mm bridge"
0.838,0.7732,0.9,1.0748870770903205,"colony 3200, 20 mm bridge"
1.182,0.9987999999999999,1.25,1.3221000901100732,"colony 3200, 20 mm bridge"
0.618,0.7458,0.85,0.9649570791572571,"colony 3200, 20 mm bridge"
0.762,0.7535999999999999,1.15,1.0379115617298778,"colony 3200, 20 mm bridge"
0.988,1.0036,0.95,1.2516360052150484,"colony 3200, 20 mm bridge"
0.522,0.6248,0.8,0.915521803217368,"colony 3200, 20 mm bridge"
0.692,0.7488,1.05,0.9818241925025064,"colony 3200, 20 mm bridge"
0.828,0.9064,1.1,1.1607922848615404,"colony 3200, 20 mm bridge"
0.78,1.0,1.2,1.2754139126983157,"colony 3200, 20 mm bridge"
0.642,0.8606,1.05,1.1253734763431802,"colony 3200, 20 mm bridge"
0.644,0.6616,1.0,0.9357085853090059,"colony 3200, 20 mm bridge"
0.604,0.7256,0.95,0.9987852891579396,"colony 3200, 20 mm bridge"
0.482,0.7098,0.75,0.9670542193795002,"colony 3200, 20 mm bridge"
1.244,1.127,1.45,1.5021991264132049,"colony 3200, 20 mm bridge"
0.836,0.968,1.25,1.3339642388417972,"colony 3200, 20 mm bridge"
0.658,0.8654,1.1,1.2007196992349352,"colony 3200, 20 mm bridge"
0.628,0.8268000000000001,1.15,1.2209800517044267,"colony 3200, 20 mm bridge"
0.486,0.46740000000000004,0.8,0.7856167938635461,"colony 3200, 20 mm bridge"
0.478,0.6886,0.85,0.9833871907030219,"colony 3200, 20 mm bridge"
0.698,0.8286,1.3,1.2127400410779419,"colony 3200, 20 mm bridge"
0.838,0.9296,1.05,1.2730448274935156,"colony 3200, 20 mm bridge"
0.764,0.8,1.1,1.1799091125447683,"colony 3200, 20 mm bridge"
0.69,0.7484,1.15,1.0461825409683974,"colony 3200, 20 mm bridge"
0.912,1.0150000000000001,1.3,1.4460007552795167,"colony 3200, 20 mm bridge"
1.304,1.2273999999999998,1.65,1.7144260778268117,"colony 3200, 20 mm bridge"
0.682,0.8417999999999999,1.05,1.2116234266711734,"colony 3200, 20 mm bridge"
0.442,0.638,0.7,0.841341844155334,"colony 3200, 20 mm bridge"
0.53,0.7162,0.95,0.9367105288040309,"colony 3200, 20 mm bridge"
0.952,0.9832000000000001,1.6,1.2647016075292479,"colony 3200, 20 mm bridge"
1.146,1.1183999999999998,1.45,1.4507611365951107,"colony 3200, 20 mm bridge"
0.774,0.9298,1.25,1.2898286351486714,"colony 3200, 20 mm bridge"
0.634,0.7006,1.0,1.0050434819617236,"colony 3200, 20 mm bridge"
0.556,0.6784,0.9,0.9382133314237661,"colony 3200, 20 mm bridge"
0.858,0.7894,1.1,1.0238422319277338,"colony 3200, 20 mm bridge"
0.636,0.7676000000000001,0.9,1.041673187308951,"colony 3200, 20 mm bridge"
0.954,1.0562,1.2,1.4103721201102235,"colony 3200, 20 mm bridge"
0.83,0.9858,1.3,1.3879311324034236,"colony 3200, 20 mm bridge"
0.626,0.7696,1.1,1.192314475616066,"colony 3200, 20 mm bridge"
0.604,0.8240000000000001,1.05,1.1483647072856398,"colony 3200, 20 mm bridge"
1.094,1.0826,1.45,1.4426168421467969,"colony 3200, 20 mm bridge"
0.894,1.1054,1.35,1.4523299729594463,"colony 3200, 20 mm bridge"
0.746,0.8795999999999999,0.8,1.2287776384768818,"colony 3200, 20 mm bridge"
1.856,1.5248,1.9,1.8784711032824228,"colony 3200, 20 mm bridge"
1.518,1.3576000000000001,1.55,1.695686898913359,"colony 3200, 20 mm bridge"
0.838,0.8897999999999999,1.2,1.2522770272652657,"colony 3200, 20 mm bridge"
0.834,0.9082000000000001,1.2,1.3529023013918313,"colony 3200, 20 mm bridge"
0.998,1.1326,1.65,1.5831932855532156,"colony 3200, 20 mm bridge"
0.888,0.9782,1.15,1.475723163685011,"colony 3200, 20 mm bridge"
0.982,0.8374,1.45,1.3174750908074264,"colony 3200, 20 mm bridge"
0.716,0.6910000000000001,1.1,1.1084291797979589,"colony 3200, 20 mm bridge"
0.832,1.0148,1.15,1.4344282373693202,"colony 3200, 20 mm bridge"
0.83,1.017,1.45,1.4154645601368134,"colony 3200, 20 mm bridge"
0.74,1.0050000000000001,0.95,1.3129606671582406,"colony 3200, 20 mm bridge"
0.72,0.8564,1.0,1.12512453517598,"colony 3200, 20 mm bridge"
0.924,1.0188000000000001,1.15,1.2932913287993884,"colony 3200, 20 mm bridge"
0.53,0.7408,0.85,1.0124704068740389,"colony 3200, 20 mm bridge"
0.788,0.8513999999999999,1.2,1.171457504114599,"colony 3200, 20 mm bridge"
0.7,0.769,1.0,1.0152760739357118,"colony 3200, 20 mm bridge"
0.704,0.905,0.9,1.1546498312067135,"colony 3200, 20 mm bridge"
0.814,0.9256,1.3,1.1949600088982735,"colony 3200, 20 mm bridge"
0.636,0.8548,1.0,1.0979029358848156,"colony 3200, 20 mm bridge"
1.078,1.0638,1.25,1.3603804361900702,"colony 3200, 20 mm bridge"
0.872,0.9743999999999999,1.4,1.3776374869940986,"colony 3200, 20 mm bridge"
0.898,1.059,1.25,1.4274545414402169,"colony 3200, 20 mm bridge"
1.22,1.1667999999999998,1.65,1.50295202814632,"colony 3200, 20 mm bridge"
0.78,0.8148,1.05,1.1993292118961971,"colony 3200, 20 mm bridge"
0.816,0.8558,1.25,1.2981147374680335,"colony 3200, 20 mm bridge"
1.094,0.9630000000000001,1.35,1.3786606196010556,"colony 3200, 20 mm bridge"
0.91,1.099,1.3,1.485288341116254,"colony 3200, 20 mm bridge"
1.256,1.1518000000000002,1.65,1.591271747665825,"colony 3200, 20 mm bridge"
0.85,0.9067999999999999,1.2,1.2685989472008956,"colony 3200, 20 mm bridge"
1.104,0.9385999999999999,1.3,1.3037416486975673,"colony 3200, 20 mm bridge"
0.852,0.9683999999999999,1.45,1.346275179710093,"colony 3200, 20 mm bridge"
1.612,1.3244,2.15,1.7554181679971608,"colony 3200, 20 mm bridge"
0.772,0.8654,1.05,1.18060307076545,"colony 3200, 20 mm bridge"
0.652,0.9262,1.1,1.1811898247197208,"colony 3200, 20 mm bridge"
0.788,0.8432000000000001,1.0,1.1704484358299911,"colony 3200, 20 mm bridge"
1.388,1.2578,1.65,1.6062882109583787,"colony 3200, 20 mm bridge"
0.832,1.154,1.3,1.5275415103748144,"colony 3200, 20 mm bridge"
0.82,0.8371999999999999,1.2,1.2677958796091646,"colony 3200, 20 mm bridge"
0.764,1.0122,1.35,1.5036877948854706,"colony 3200, 20 mm bridge"
1.682,1.2167999999999999,1.7,1.6506306029917683,"colony 3200, 20 mm bridge"
1.26,1.1583999999999999,1.35,1.5318505815056451,"colony 3200, 20 mm bridge"
1.552,1.287,1.55,1.4969499184728758,"colony 3200, 20 mm bridge"
1.12,1.1776,1.3,1.469879449328491,"colony 3200, 20 mm bridge"
0.83,1.0864,1.3,1.360333088353192,"colony 3200, 20 mm bridge"
1.114,1.2997999999999998,1.35,1.6588664027044784,"colony 3200, 20 mm bridge"
1.386,1.4853999999999998,1.8,1.9470843423911277,"colony 3200, 20 mm bridge"
0.748,0.7962,1.0,1.096505560010863,"colony 3200, 20 mm bridge"
1.282,1.1734,1.25,1.4276520380879882,"colony 3200, 20 mm bridge"
1.118,1.4288,1.5,1.8246739073907745,"colony 3200, 20 mm bridge"
0.742,1.1128,1.45,1.432020166286581,"colony 3200, 20 mm bridge"
1.304,1.307,1.7,1.627541223241301,"colony 3200, 20 mm bridge"
1.168,1.2846,1.6,1.6378539815323787,"colony 3200, 20 mm bridge"
1.09,1.2532,1.35,1.395534693915048,"colony 3200, 20 mm bridge"
0.748,1.3002,1.3,1.5653014602639872,"colony 3200, 20 mm bridge"
1.246,1.2128,1.5,1.426569449654686,"colony 3200, 20 mm bridge"
0.774,1.1423999999999999,1.15,1.2670963628362202,"colony 3200, 20 mm bridge"
0.838,0.9526,0.95,1.166471918917216,"colony 3200, 20 mm bridge"
1.032,1.2864,1.4,1.510170262190571,"colony 3200, 20 mm bridge"
0.976,1.3518000000000001,1.45,1.7073808251073437,"colony 3200, 20 mm bridge"
1.734,1.5036,2.05,1.9345854636792585,"colony 3200, 20 mm bridge"
0.928,1.0176,1.1,1.3539999357059558,"colony 3200, 20 mm bridge"
1.278,1.4674,1.7,1.7933485391597288,"colony 3200, 20 mm bridge"
0.878,1.184,1.5,1.4821149069512867,"colony 3200, 20 mm bridge"
1.05,1.3024,1.55,1.6354087961254717,"colony 3200, 20 mm bridge"
0.68,0.8837999999999999,1.05,1.1927634127333104,"colony 3200, 20 mm bridge"
1.372,1.1802,1.6,1.4683149396037731,"colony 3200, 20 mm bridge"
0.86,0.9715999999999999,1.05,1.3224052901245091,"colony 3200, 20 mm bridge"
1.188,1.3696,1.75,1.7225426494244411,"colony 3200, 20 mm bridge"
1.008,1.0732,1.75,1.5843882417106259,"colony 3200, 20 mm bridge"
0.884,1.1076000000000001,1.45,1.4402164163584226,"colony 3200, 20 mm bridge"
1.386,1.301,1.7,1.4747520201360413,"colony 3200, 20 mm bridge"
0.902,1.1507999999999998,1.1,1.269410305257139,"colony 3200, 20 mm bridge"
1.582,1.3488,1.75,1.6953222701161914,"colony 3200, 20 mm bridge"
0.906,1.0224,1.2,1.397851528349547,"colony 3200, 20 mm bridge"
1.228,1.3016,1.8,1.6951816020310546,"colony 3200, 20 mm bridge"
0.87,1.3552,1.45,1.6661358852040487,"colony 3200, 20 mm bridge"
1.4,1.702,1.75,1.90278565851703,"colony 3200, 20 mm bridge"
0.73,1.2672,1.3,1.455036354886341,"colony 3200, 20 mm bridge"
0.89,1.1758,1.15,1.3818406319689407,"colony 3200, 20 mm bridge"
1.196,1.3062,1.6,1.5916859871574998,"colony 3200, 20 mm bridge"
1.63,1.5196,1.75,1.6349068879661843,"colony 3200, 20 mm bridge"
2.336,1.6052,1.45,1.6429842186308605,"colony 3200, 20 mm bridge"
2.354,1.7902,1.85,1.7048829536112609,"colony 3200, 20 mm bridge"
1.2,1.3832,1.15,1.3320447379139027,"colony 3200, 20 mm bridge"
0.96,1.54,1.55,1.528921765765911,"colony 3200, 20 mm bridge"
0.922,1.3018,1.4,1.4157374734691082,"colony 3200, 20 mm bridge"
0.966,1.4087999999999998,1.2,1.4923974072952606,"colony 3200, 20 mm bridge"
0.712,1.2746,1.05,1.264016852232742,"colony 3200, 20 mm bridge"
1.268,1.6388000000000003,1.6,1.673543930071732,"colony 3200, 20 mm bridge"
1.188,1.7408000000000001,1.8,1.7627742248731177,"colony 3200, 20 mm bridge"
0.87,1.2810000000000001,1.25,1.3259654722755942,"colony 3200, 20 mm bridge"
1.058,1.6778,1.75,1.7882731043728828,"colony 3200, 20 mm bridge"
1.448,1.8885999999999998,1.85,1.9527368621366696,"colony 3200, 20 mm bridge"
0.682,1.2736,1.2,1.309639034545295,"colony 3200, 20 mm bridge"
0.78,1.3481999999999998,1.65,1.4834957669837447,"colony 3200, 20 mm bridge"
1.232,1.902,2.1,2.025780949299238,"colony 3200, 20 mm bridge"
1.25,1.5148,1.9,1.8338161483791275,"colony 3200, 20 mm bridge"
0.932,1.5282,1.4,1.737569392052975,"colony 3200, 20 mm bridge"
1.34,1.8554,1.8,2.044470519216647,"colony 3200, 20 mm bridge"
1.214,1.7292,1.8,1.8169412149385633,"colony 3200, 20 mm bridge"
1.416,1.7597999999999998,1.7,2.02297722316299,"colony 3200, 20 mm bridge"
0.854,1.4094,1.4,1.5187278499977916,"colony 3200, 20 mm bridge"
0.578,1.1776,1.05,1.0820697100655465,"colony 3200, 20 mm bridge"
1.21,1.7106000000000001,1.45,1.7222431052138438,"colony 3200, 20 mm bridge"
1.108,1.7510000000000001,1.6,1.5660619996553375,"colony 3200, 20 mm bridge"
0.912,1.666,1.45,1.6666670583220704,"colony 3200, 20 mm bridge"
0.82,1.5244,1.45,1.4867071907063296,"colony 3200, 20 mm bridge"
1.14,1.3132,1.25,1.3238461183183683,"colony 3200, 20 mm bridge"
1.498,1.4576,1.55,1.5152614810503982,"colony 3200, 20 mm bridge"
1.548,1.4866,1.7,1.5963191045005436,"colony 3200, 20 mm bridge"
1.45,1.3596,1.75,1.598560187537786,"colony 3200, 20 mm bridge"
1.798,1.6422,1.9,1.7649309752193014,"colony 3200, 20 mm bridge"
0.884,1.3134000000000001,1.55,1.6323581819097266,"colony 3200, 20 mm bridge"
0.988,1.3039999999999998,1.25,1.466581643916349,"colony 3200, 20 mm bridge"
1.092,1.4058,1.45,1.6166856199190527,"colony 3200, 20 mm bridge"
1.276,1.4163999999999999,1.6,1.7374671640206925,"colony 3200, 20 mm bridge"
1.094,1.3268,1.45,1.4927875316457664,"colony 3200, 20 mm bridge"
0.8,1.1536,1.4,1.4149143979756542,"colony 3200, 20 mm bridge"
1.116,1.462,1.7,1.739180752733557,"colony 3200, 20 mm bridge"
0.71,1.3812,1.35,1.5631420730717605,"colony 3200, 20 mm bridge"
0.914,1.2018,1.5,1.4643001276839658,"colony 3200, 20 mm bridge"
1.176,1.386,1.75,1.5650174889257378,"colony 3200, 20 mm bridge"
1.042,1.6111999999999997,1.8,1.7845794442044953,"colony 3200, 20 mm bridge"
1.03,1.4404,1.8,1.6733140450093789,"colony 3200, 20 mm bridge"
0.812,1.2438,1.2,1.3633174343888592,"colony 3200, 20 mm bridge"
1.276,1.3634,1.4,1.5393099222363638,"colony 3200, 20 mm bridge"
1.038,1.284,1.5,1.5410461656577572,"colony 3200, 20 mm bridge"
0.572,1.0016,1.05,1.1615858237395906,"colony 3200, 20 mm bridge"
1.336,1.484,1.6,1.6678500346360812,"colony 3200, 20 mm bridge"
1.088,1.3906,1.55,1.5682424621936901,"colony 3200, 20 mm bridge"
1.002,1.1126,1.35,1.3157019135016572,"colony 3200, 20 mm bridge"
0.776,1.0294,1.25,1.2600373742589124,"colony 3200, 20 mm bridge"
0.894,1.1578,1.35,1.3834275701469247,"colony 3200, 20 mm bridge"
1.46,1.6149999999999998,1.6,1.8396534940946545,"colony 3200, 20 mm bridge"
1.05,1.2198,1.4,1.4241042952272145,"colony 3200, 20 mm bridge"
0.784,1.3088,1.4,1.5636279186158737,"colony 3200, 20 mm bridge"
1.476,1.85,2.0,2.092664696149189,"colony 3200, 20 mm bridge"
1.544,1.5846,2.05,2.0318308776881047,"colony 3200, 20 mm bridge"
1.122,1.3396000000000001,1.65,1.6672470266829997,"colony 3200, 20 mm bridge"
1.398,1.716,1.9,2.031166915354058,"colony 3200, 20 mm bridge"
1.884,1.6128,1.75,1.8478002225896557,"colony 3200, 20 mm bridge"
1.176,1.3578,1.8,1.7838149415540148,"colony 3200, 20 mm bridge"
1.284,1.5824,1.85,2.005352974588909,"colony 3200, 20 mm bridge"
0.99,1.3394,1.6,1.6969050603333542,"colony 3200, 20 mm bridge"
1.238,1.514,1.8,1.7864549840281276,"colony 3200, 20 mm bridge"
1.402,1.707,2.0,1.9747002366733224,"colony 3200, 20 mm bridge"
1.126,1.2715999999999998,1.6,1.5759413098290704,"colony 3200, 20 mm bridge"
0.94,1.1348,1.3,1.444627605609966,"colony 3200, 20 mm bridge"
0.946,1.3182,1.65,1.5800223303674403,"colony 3200, 20 mm bridge"
0.902,1.1268,1.35,1.493613908368982,"colony 3200, 20 mm bridge"
0.792,0.9922000000000001,1.35,1.3392836911312906,"colony 3200, 20 mm bridge"
0.992,1.3768,1.6,1.7218878499354644,"colony 3200, 20 mm bridge"
1.096,1.326,1.55,1.6700457622044589,"colony 3200, 20 mm bridge"
0.854,1.0051999999999999,1.25,1.420423420347513,"colony 3200, 20 mm bridge"
0.784,0.8545999999999999,1.25,1.172848708629476,"colony 3200, 20 mm bridge"
0.604,0.9682000000000001,1.15,1.168889324419753,"colony 3200, 20 mm bridge"
1.242,1.246,1.25,1.3467252809822494,"colony 3200, 20 mm bridge"
0.72,0.9608000000000001,1.15,1.227449344662003,"colony 3200, 20 mm bridge"
0.812,1.0768,0.85,1.1368525176554598,"colony 3200, 20 mm bridge"
1.486,1.4406,1.85,1.6708173769649273,"colony 3200, 20 mm bridge"
1.042,1.3422,1.45,1.5647034501136892,"colony 3200, 20 mm bridge"
0.646,0.9738,1.1,1.2168018855154963,"colony 3200, 20 mm bridge"
0.86,1.2066000000000001,1.25,1.2002007147041827,"colony 3200, 20 mm bridge"
2.938,2.1538,2.55,2.2150795610229146,"colony 3200, 20 mm bridge"
1.322,1.721,1.8,1.9668380569392914,"colony 3200, 20 mm bridge"
1.012,1.3072,1.55,1.5796446543079663,"colony 3200, 20 mm bridge"
1.464,1.4666000000000001,1.75,1.6926600958074474,"colony 3200, 20 mm bridge"
1.152,1.2208,1.35,1.474262129091846,"colony 3200, 20 mm bridge"
0.946,1.2422,1.4,1.6094378223489902,"colony 3200, 20 mm bridge"
1.046,1.1262,1.55,1.541704427700641,"colony 3200, 20 mm bridge"
1.152,1.3156,1.65,1.7289212133772234,"colony 3200, 20 mm bridge"
1.004,1.0654,1.35,1.4475730670509148,"colony 3200, 20 mm bridge"
1.03,1.334,1.85,1.6840504341595934,"colony 3200, 20 mm bridge"
1.622,1.5058,1.5,1.6211587408480235,"colony 3200, 20 mm bridge"
1.444,1.3800000000000001,1.9,1.7400613322431981,"colony 3200, 20 mm bridge"
1.768,1.6908,2.0,2.1301127160678326,"colony 3200, 20 mm bridge"
0.888,1.168,1.65,1.7099162876795342,"colony 3200, 20 mm bridge"
1.096,1.2454,1.65,1.5855356653986876,"colony 3200, 20 mm bridge"
1.138,1.4312,1.65,1.7759253993250113,"colony 3200, 20 mm bridge"
0.968,1.2024,1.5,1.5352619687345337,"colony 3200, 20 mm bridge"
1.234,1.4218,1.8,1.7722976846571703,"colony 3200, 20 mm bridge"
0.988,1.3458,1.6,1.695502336497413,"colony 3200, 20 mm bridge"
1.186,1.4864000000000002,1.6,1.6781434523916543,"colony 3200, 20 mm bridge"
1.002,1.3820000000000001,1.5,1.5767977398991022,"colony 3200, 20 mm bridge"
1.418,1.7492,1.9,2.138755344000814,"colony 3200, 20 mm bridge"
1.044,1.2286,1.2,1.595199644865292,"colony 3200, 20 mm bridge"
0.946,1.2696,1.35,1.464747885978869,"colony 3200, 20 mm bridge"
1.35,1.6458,1.7,1.8601786749838727,"colony 3200, 20 mm bridge"
1.33,1.5126,1.45,1.7016834059282282,"colony 3200, 20 mm bridge"
1.004,1.5954000000000002,1.6,1.7773888439401244,"colony 3200, 20 mm bridge"
1.314,1.2676,1.55,1.3013632041847476,"colony 3200, 20 mm bridge"
1.556,2.1944,1.85,2.0211572034129675,"colony 3200, 20 mm bridge"
1.632,2.2364,1.85,2.1058290735381986,"colony 3200, 20 mm bridge"
1.404,2.0038,1.95,2.0461111883825938,"colony 3200, 20 mm bridge"
0.982,1.6460000000000001,1.55,1.6643082209647813,"colony 3200, 20 mm bridge"
0.932,1.5337999999999998,1.35,1.5900915120918027,"colony 3200, 20 mm bridge"
1.314,1.8199999999999998,1.6,1.6547288408703715,"colony 3200, 20 mm bridge"
1.992,1.3212,1.15,1.1434419311944861,"colony 3200, 20 mm bridge"
1.104,1.6396000000000002,1.35,1.573550415382448,"colony 3200, 20 mm bridge"
1.366,2.0347999999999997,1.8,1.8001472425196277,"colony 3200, 20 mm bridge"
1.676,2.2692,2.0,2.104517465516102,"colony 3200, 20 mm bridge"
1.152,1.9466,1.9,1.7911689114038587,"colony 3200, 20 mm bridge"
0.996,1.8096,1.5,1.5561347896639257,"colony 3200, 20 mm bridge"
1.072,1.9527999999999999,1.6,1.7314523784078855,"colony 3200, 20 mm bridge"
1.63,1.6904,1.7,1.5411422067535898,"colony 3200, 20 mm bridge"
0.92,1.6826,1.5,1.602943291680611,"colony 3200, 20 mm bridge"
1.18,1.6126,1.65,1.6081300650753654,"colony 3200, 20 mm bridge"
1.2,1.7606000000000002,1.35,1.5197560122636236,"colony 3200, 20 mm bridge"
1.706,2.0096,1.6,1.6397549295347407,"colony 3200, 20 mm bridge"
0.924,1.551,1.15,1.3800415212985222,"colony 3200, 20 mm bridge"
1.13,1.7742,1.6,1.687628841167219,"colony 3200, 20 mm bridge"
0.962,1.5098,1.4,1.463198825965823,"colony 3200, 20 mm bridge"
1.286,1.7404,1.7,1.6625398977558157,"colony 3200, 20 mm bridge"
1.056,1.557,1.6,1.5075361179032145,"colony 3200, 20 mm bridge"
0.758,1.5004,1.35,1.3723967082562565,"colony 3200, 20 mm bridge"
0.72,1.2898,1.2,1.1609519241502577,"colony 3200, 20 mm bridge"
0.924,1.6678000000000002,1.4,1.5384441806034663,"colony 3200, 20 mm bridge"
0.828,1.7666,1.4,1.5009020894221268,"colony 3200, 20 mm bridge"
1.37,1.5238,1.55,1.3776487364748113,"colony 3200, 20 mm bridge"
1.066,1.3788,1.25,1.2360799022623947,"colony 3200, 20 mm bridge"
1.048,1.8210000000000002,1.45,1.646119549261367,"colony 3200, 20 mm bridge"
1.416,1.8412,2.05,1.8385996012188008,"colony 3200, 20 mm bridge"
0.968,1.463,1.4,1.4330082489275617,"colony 3200, 20 mm bridge"
0.57,1.2174,1.15,1.1154891277927474,"colony 3200, 20 mm bridge"
1.008,1.3374000000000001,1.15,1.336299557131905,"colony 3200, 20 mm bridge"
1.128,1.6030000000000002,1.7,1.5702922782826263,"colony 3200, 20 mm bridge"
0.572,1.2167999999999999,1.15,1.280069875758721,"colony 3200, 20 mm bridge"
0.858,1.5234,1.4,1.4678823044044613,"colony 3200, 20 mm bridge"
0.976,1.5736,1.45,1.4180890818754506,"colony 3200, 20 mm bridge"
1.046,1.7526,1.4,1.6150845376966245,"colony 3200, 20 mm bridge"
0.77,1.6827999999999999,1.3,1.5403086771237458,"colony 3200, 20 mm bridge"
1.448,1.7504000000000002,1.3,1.4692787647398082,"colony 3200, 20 mm bridge"
1.122,1.81,1.3,1.5519069209432077,"colony 3200, 20 mm bridge"
0.882,1.7861999999999998,1.65,1.570834736718804,"colony 3200, 20 mm bridge"
1.344,1.9042000000000001,1.6,1.7422531579170057,"colony 3200, 20 mm bridge"
0.958,1.441,1.25,1.3509273226318061,"colony 3200, 20 mm bridge"
1.12,1.303,1.05,1.0146677346382642,"colony 3200, 20 mm bridge"
