n_agents,seed,height,k_line,q_line,k_lines,q_lines,k_domain,q_domain,u_mean,u_from_flux,stopped_frac,segregation_raw,segregation_null,segregation_excess,contacts_per_ant_per_s,contacts_per_transit,n_transits,mean_duration,median_duration,T0,delta_T,d_contact
75,0,10.0,15.027027027027026,9.375,15.225720225720226,9.470238095238097,15.0,9.426107406616211,6.558789253234863,6.284071604410808,0.005793485793485794,0.2108843537414966,0.23352380952380955,-0.02263945578231294,1.6909216909216909,10.51776649746193,197,0.16881967213114757,0.15000000000000002,1.455522862404987,0.1645810792018424,2.5
75,1,10.0,15.008316008316008,9.75,15.297297297297295,9.791666666666668,15.0,9.769278526306152,6.790085315704346,6.5128523508707685,0.0038253638253638255,0.2598639455782313,0.23417687074829932,0.02568707482993196,1.7103257103257103,10.541062801932368,207,0.16244732576985416,0.15000000000000002,1.5796063438181456,0.14164596096683954,2.5
75,2,10.0,15.34095634095634,9.666666666666666,15.272646272646272,9.613095238095239,15.0,9.599065780639648,6.684268951416016,6.399377187093099,0.005544005544005544,0.25006802721088434,0.2378775510204082,0.01219047619047614,1.7058905058905058,10.73,200,0.1648521286967826,0.15000000000000002,1.6722406390188433,0.13660385470467434,2.5
80,0,10.0,16.06237006237006,9.708333333333334,16.37956637956638,9.79761904761905,16.0,9.764760971069336,6.384897232055664,6.102975606918335,0.008861746361746362,0.2010204081632653,0.23285714285714287,-0.03183673469387757,1.722972972972973,11.480582524271844,206,0.16947209653092005,0.15000000000000002,1.7712028638413289,0.13183180128908492,2.5
80,1,10.0,15.488565488565488,9.916666666666666,16.326106326106324,9.910714285714286,16.0,9.872845649719238,6.4458794593811035,6.170528531074524,0.01418918918918919,0.19744897959183672,0.24265306122448982,-0.045204081632653104,1.7016632016632016,11.158653846153847,208,0.170693341478314,0.15000000000000002,1.7893575640471335,0.13171634066272983,2.5
80,2,10.0,16.86070686070686,9.875,16.600237600237598,9.898809523809524,16.0,9.893237113952637,6.452212810516357,6.183273196220398,0.007302494802494803,0.2377551020408163,0.22775510204081634,0.009999999999999953,1.7130977130977132,11.796019900497512,201,0.1682342233009709,0.15000000000000002,1.7681180694471748,0.1334492906120279,2.5
85,0,10.0,17.62162162162162,10.166666666666666,17.493020493020495,10.13095238095238,17.0,10.08351993560791,6.20580530166626,5.931482315063477,0.008462761403937874,0.22448979591836735,0.23207683073229293,-0.007587034813925586,1.745383392442216,12.383886255924171,211,0.1718329596412556,0.15000000000000002,1.703446355378781,0.14187631803102857,2.5
85,1,10.0,16.509355509355508,10.125,17.382833382833383,10.047619047619047,17.0,10.050515174865723,6.184515476226807,5.912067749921014,0.013330072153601566,0.19903961584633856,0.2258343337334934,-0.026794717887154845,1.7302189066894949,11.497584541062801,207,0.17523324851569128,0.15000000000000002,1.6471045515242204,0.1446846041321372,2.5
85,2,10.0,18.25155925155925,9.875,17.488268488268485,9.958333333333332,17.0,10.034627914428711,6.175980091094971,5.902722302605124,0.013574660633484163,0.21248499399759904,0.22957983193277307,-0.017094837935174023,1.7175003057355998,12.482758620689655,203,0.17406721731700373,0.15000000000000002,1.723267854956359,0.15373978904651106,2.5
90,0,10.0,18.457380457380456,10.375,17.878229878229877,10.303571428571429,18.0,10.324991226196289,6.002370834350586,5.736106236775716,0.014414414414414415,0.19909297052154193,0.22702947845804988,-0.027936507936507954,1.762993762993763,12.314553990610328,213,0.1765068134171908,0.15000000000000002,1.6975529713257878,0.14678658677377335,2.5
90,1,10.0,16.542619542619544,10.083333333333334,18.03088803088803,10.101190476190478,18.0,10.098858833312988,5.8678789138793945,5.610477129618327,0.024832524832524832,0.21360544217687075,0.21868480725623582,-0.005079365079365072,1.73989373989374,11.383177570093459,214,0.18729421136484334,0.15000000000000002,1.7190452234696039,0.143133958200946,2.5
90,2,10.0,17.326403326403327,10.083333333333334,18.08019008019008,10.17261904761905,18.0,10.210171699523926,5.941287517547607,5.672317610846625,0.014137214137214138,0.1913832199546485,0.2220408163265306,-0.030657596371882118,1.7306537306537306,11.921182266009852,203,0.1781500266951415,0.15000000000000002,1.7837695850332422,0.13836560918936036,2.5
95,0,10.0,19.584199584199585,10.5,19.7938817938818,10.398809523809524,19.0,10.389256477355957,5.728848934173584,5.468029724924188,0.02041798883904147,0.19398496240601504,0.21400644468313643,-0.02002148227712139,1.7704344020133493,13.415458937198068,207,0.1839802224969098,0.2,1.495132045022645,0.16968227104080397,2.5
95,1,10.0,16.83160083160083,10.125,18.574398574398575,10.107142857142858,19.0,10.075154304504395,5.560882091522217,5.302712791844418,0.03796914323230113,0.1845327604726101,0.2117722878625134,-0.02723952738990329,1.7397964766385818,11.004830917874395,207,0.1970314465408805,0.2,1.8414956021704565,0.1269799869845107,2.5
95,2,10.0,21.166320166320165,10.375,19.346599346599344,10.321428571428571,19.0,10.316889762878418,5.689730644226074,5.429941980462325,0.015472152314257578,0.20902255639097747,0.21787325456498388,-0.00885069817400641,1.7415472152314257,13.39622641509434,212,0.18321186227695402,0.2,1.5223785315293499,0.1739632927168231,2.5
100,0,10.0,18.72972972972973,10.791666666666666,19.911790911790913,10.636904761904761,20.0,10.648798942565918,5.586120128631592,5.324399471282959,0.016424116424116425,0.18,0.21297959183673473,-0.03297959183673474,1.8336798336798337,13.190697674418605,215,0.18336734693877554,0.2,1.9384395896696802,0.12823888865339167,2.5
100,1,10.0,20.334719334719335,10.166666666666666,19.94475794475795,10.125,20.0,10.140087127685547,5.314794540405273,5.070043563842773,0.036985446985446986,0.17918367346938777,0.21004081632653065,-0.03085714285714289,1.7338877338877339,12.641414141414142,198,0.2006115107913669,0.2,1.9504260166112524,0.1437937070359457,2.5
100,2,10.0,21.218295218295218,10.125,20.41045441045441,10.190476190476192,20.0,10.206427574157715,5.356035232543945,5.103213787078857,0.020686070686070687,0.18775510204081636,0.2139591836734694,-0.02620408163265303,1.7738045738045738,14.166666666666666,198,0.19027191748710737,0.2,1.5145353110562745,0.17118431672401369,2.5
105,0,10.0,18.187110187110186,10.416666666666666,20.807840807840808,10.49404761904762,21.0,10.530008316040039,5.268496513366699,5.014289674304781,0.04472824472824473,0.18056365403304175,0.21205053449951408,-0.03148688046647233,1.7796257796257797,12.699530516431924,213,0.20142412105028928,0.2,1.8596360146208784,0.1315702509744003,2.5
105,1,10.0,18.848232848232847,10.416666666666666,21.69201069201069,10.535714285714286,21.0,10.54348373413086,5.2682108879089355,5.020706540062314,0.03088803088803089,0.16462585034013605,0.20225461613216714,-0.03762876579203109,1.795861795861796,14.458715596330276,218,0.19769570011025359,0.2,1.2066011639907284,0.19121540172906762,2.5
