n_agents,c_comm,seed,segregation_raw,segregation_null,segregation_excess,k_domain,q_domain,u_mean,contacts_per_ant_per_s,stopped_frac
150,12.0,2,0.1619047619047619,0.1682721088435374,-0.006367346938775498,15.0,9.252408027648926,6.439546585083008,1.6715176715176716,0.013347193347193347
150,12.0,3,0.17251700680272108,0.17137414965986397,0.0011428571428571122,15.0,9.38625717163086,6.530707836151123,1.6421344421344422,0.010810810810810811
150,12.0,4,0.1853061224489796,0.17208163265306126,0.013224489795918337,15.0,9.53747272491455,6.630425930023193,1.6936936936936937,0.010076230076230076
150,12.0,5,0.156734693877551,0.1675646258503401,-0.010829931972789086,15.0,9.229296684265137,6.421023845672607,1.6693000693000692,0.016396396396396395
150,16.0,0,0.15183673469387757,0.16859863945578232,-0.016761904761904756,15.0,9.355938911437988,6.521872043609619,1.7424809424809424,0.00571032571032571
150,16.0,1,0.1507482993197279,0.16995918367346938,-0.019210884353741464,15.0,9.121827125549316,6.3578386306762695,1.7136521136521137,0.012432432432432432
150,16.0,2,0.15700680272108844,0.16751020408163264,-0.010503401360544201,15.0,9.1589937210083,6.381109714508057,1.7294525294525294,0.006195426195426196
150,16.0,3,0.15020408163265306,0.16723809523809524,-0.017034013605442183,15.0,9.135100364685059,6.359429836273193,1.7363825363825365,0.011323631323631324
150,16.0,4,0.14394557823129253,0.16979591836734692,-0.02585034013605439,15.0,9.348457336425781,6.503948211669922,1.731947331947332,0.014317394317394318
150,16.0,5,0.13931972789115646,0.17561904761904765,-0.03629931972789119,15.0,9.243983268737793,6.437768459320068,1.713929313929314,0.006819126819126819
150,20.0,0,0.15374149659863945,0.17148299319727892,-0.017741496598639467,15.0,9.091734886169434,6.345765590667725,1.7397089397089398,0.007609147609147609
150,20.0,1,0.15700680272108844,0.16402721088435374,-0.007020408163265296,15.0,8.931692123413086,6.231334686279297,1.7494109494109493,0.010935550935550936
150,20.0,2,0.16761904761904764,0.16903401360544218,-0.0014149659863945396,15.0,8.994799613952637,6.269313812255859,1.6851004851004852,0.008717948717948718
150,20.0,3,0.14394557823129253,0.16985034013605443,-0.025904761904761903,15.0,8.946083068847656,6.240926742553711,1.7496881496881498,0.0181011781011781
150,20.0,4,0.1708843537414966,0.17202721088435372,-0.0011428571428571122,15.0,9.314687728881836,6.500971794128418,1.7818433818433819,0.005363825363825364
150,20.0,5,0.171156462585034,0.16614965986394556,0.005006802721088444,15.0,9.123303413391113,6.361280918121338,1.7352737352737353,0.004601524601524602
150,24.0,0,0.14802721088435375,0.16446258503401362,-0.01643537414965987,15.0,8.909313201904297,6.226773262023926,1.7812889812889814,0.005904365904365904
150,24.0,1,0.16897959183673472,0.1681632653061225,0.0008163265306122269,15.0,8.960562705993652,6.262983322143555,1.7718641718641719,0.004213444213444213
150,24.0,2,0.15319727891156462,0.16495238095238096,-0.01175510204081634,15.0,8.806918144226074,6.1543660163879395,1.7305613305613305,0.007678447678447679
150,24.0,3,0.15891156462585035,0.16674829931972787,-0.007836734693877523,15.0,8.971240997314453,6.270462512969971,1.7197505197505198,0.007525987525987526
150,24.0,4,0.15863945578231292,0.1638639455782313,-0.005224489795918386,15.0,9.100807189941406,6.363058090209961,1.7807345807345807,0.004961884961884962
150,24.0,5,0.16136054421768709,0.16609523809523813,-0.004734693877551044,15.0,8.86050796508789,6.198660850524902,1.7574497574497574,0.011088011088011088
